	cell_type	gene
5091	Neuroblasts	SP8
5092	Neuroblasts	PROK2
5093	Neuroblasts	ASCL1
5094	Neuroblasts	DLL3
5095	Neuroblasts	SALL3
5096	Neuroblasts	DRAXIN
5097	Neuroblasts	ERBB4
5098	Neuroblasts	TRIM32
5099	Neuroblasts	IGFBPL1
5100	Neuroblasts	EOMES
5101	Neuroblasts	PBX1
5102	Neuroblasts	CUX2
5103	Neuroblasts	ISL1
5104	Neuroblasts	PHF1
5105	Neuroblasts	NEUROG1
5106	Neuroblasts	NKX6-1
5107	Neuroblasts	NEUROG2
5108	Neuroblasts	MAPK7
5109	Neuroblasts	PROKR2
5110	Neuroblasts	POU6F2
5111	Neuroblasts	ITGA6
5112	Neuroblasts	EFNA2
5113	Neuroblasts	DCX
5114	Neuroblasts	CCKAR
5115	Neuroblasts	CCKBR
5116	Neuroblasts	GRM5
5117	Neuroblasts	EZH2
5118	Neuroblasts	DLX2
5119	Neuroblasts	MARK2
5120	Neuroblasts	LRP8
5121	Neuroblasts	VLDLR
5122	Neuroblasts	DAB1
5123	Neuroblasts	NCAN
5124	Neuroblasts	EPHA4
5125	Neuroblasts	TACC3
5126	Neuroblasts	EGFR
5127	Neuroblasts	TUBB3
5128	Neuroblasts	SIRT1
5129	Neuroblasts	NCAM1
5130	Neuroblasts	NEUROD1
5131	Neuroblasts	SCGN
5132	Neuroblasts	KLK3
5133	Neuroblasts	NES
5134	Neuroblasts	WT1
5135	Neuroblasts	ZBED4
5136	Neuroblasts	PROS1
5137	Neuroblasts	CNR1
5138	Neuroendocrine cells	PPP1R1B
5139	Neuroendocrine cells	CLASP2
5140	Neuroendocrine cells	MKL2
5141	Neuroendocrine cells	FXYD7
5142	Neuroendocrine cells	DPF1
5143	Neuroendocrine cells	PENK
5144	Neuroendocrine cells	GRM5
5145	Neuroendocrine cells	SFXN5
5146	Neuroendocrine cells	TAC1
5147	Neuroendocrine cells	CCDC85C
5148	Neuroendocrine cells	ATXN1
5149	Neuroendocrine cells	GPR88
5150	Neuroendocrine cells	PDE10A
5151	Neuroendocrine cells	SST
5152	Neuroendocrine cells	CXCL14
5153	Neuroendocrine cells	NPY
5154	Neuroendocrine cells	NRGN
5155	Neuroendocrine cells	SCN2B
5156	Neuroendocrine cells	ABHD2
5157	Neuroendocrine cells	SPOCK1
5158	Neuroendocrine cells	NEGR1
5159	Neuroendocrine cells	DUSP26
5160	Neuroendocrine cells	ARHGDIG
5161	Neuroendocrine cells	CCK
5162	Neuroendocrine cells	PRSS12
5163	Neuroendocrine cells	SERPINI1
5164	Neuroendocrine cells	NKX2-2
5165	Neurons	ENO2
5166	Neurons	RBFOX3
5167	Neurons	CHAT
5168	Neurons	TH
5169	Neurons	CALB1
5170	Neurons	CALB2
5171	Neurons	ISL1
5172	Neurons	EPO
5173	Neurons	CSF3
5174	Neurons	NEFH
5175	Neurons	NEFM
5176	Neurons	DLG4
5177	Neurons	SLC12A5
5178	Neurons	GABRA1
5179	Neurons	AQP1
5180	Neurons	IFIT3
5181	Neurons	SLC11A1
5182	Neurons	TFF3
5183	Neurons	SLC1A1
5184	Neurons	CXCL1
5185	Neurons	CXCR5
5186	Neurons	AIM2
5187	Neurons	MATN2
5188	Neurons	SLC36A4
5189	Neurons	PRPH
5190	Neurons	MECP2
5191	Neurons	RIN1
5192	Neurons	OMP
5193	Neurons	PTPN11
5194	Neurons	GHSR
5195	Neurons	NPY
5196	Neurons	AGRP
5197	Neurons	RESP18
5198	Neurons	STX1A
5199	Neurons	SCN2B
5200	Neurons	DISP2
5201	Neurons	CBARP
5202	Neurons	B3GAT2
5203	Neurons	FMO1
5204	Neurons	FBLN2
5205	Neurons	SHISA2
5206	Neurons	LUZP2
5207	Neurons	SCRG1
5208	Neurons	FAM181B
5209	Neurons	IGF1
5210	Neurons	CTXN2
5211	Neurons	TMEM130
5212	Neurons	DZANK1
5213	Neurons	ACSL4
5214	Neurons	CLSTN3
5215	Neurons	ARHGDIG
5216	Neurons	HAP1
5217	Neurons	NRSN2
5218	Neurons	ABAT
5219	Neurons	HDAC11
5220	Neurons	SLC30A9
5221	Neurons	SCAMP1
5222	Neurons	MAGEE1
5223	Neurons	NCALD
5224	Neurons	COPG1
5225	Neurons	KCNC1
5226	Neurons	FBXW7
5227	Neurons	GABRG2
5228	Neurons	NMT1
5229	Neurons	ARID4A
5230	Neurons	ZRSR1
5231	Neurons	RGS17
5232	Neurons	TMEM91
5233	Neurons	CDK5
5234	Neurons	SAFB
5235	Neurons	RNF220
5236	Neurons	RASGRF1
5237	Neurons	TCEAL6
5238	Neurons	TMEM179
5239	Neurons	NICN1
5240	Neurons	NAPG
5241	Neurons	CMIP
5242	Neurons	ZMYND11
5243	Neurons	RHBDD2
5244	Neurons	ST8SIA3
5245	Neurons	PQBP1
5246	Neurons	MATK
5247	Neurons	TRO
5248	Neurons	AKAP8L
5249	Neurons	DUSP26
5250	Neurons	SYT5
5251	Neurons	GAD1
5252	Neurons	FLYWCH1
5253	Neurons	RIT2
5254	Neurons	TCEAL5
5255	Neurons	PNCK
5256	Neurons	TMEM59L
5257	Neurons	TCEAL3
5258	Neurons	GPRASP2
5259	Neurons	MAP7D2
5260	Neurons	MIAT
5261	Neurons	RB1CC1
5262	Neurons	PABPN1
5263	Neurons	GRIA3
5264	Neurons	NBEA
5265	Neurons	SFSWAP
5266	Neurons	WDR60
5267	Neurons	SCN1A
5268	Neurons	RNPC3
5269	Neurons	HOXC8
5270	Neurons	RERE
5271	Neurons	SCN8A
5272	Neurons	TRIP11
5273	Neurons	EML5
5274	Neurons	KMT2C
5275	Neurons	AAK1
5276	Neurons	SAFB2
5277	Neurons	SACS
5278	Neurons	RYR2
5279	Neurons	CSPP1
5280	Neurons	GRIA4
5281	Neurons	CHD6
5282	Neurons	ZCCHC7
5283	Neurons	GPATCH8
5284	Neurons	PCLO
5285	Neurons	SYNE1
5286	Neurons	PROX1
5287	Neurons	NRGN
5288	Neurons	PPP1R14C
5289	Neurons	SYNPR
5290	Neurons	CCDC28B
5291	Neurons	KCNK1
5292	Neurons	CNRIP1
5293	Neurons	FRRS1L
5294	Neurons	FAM69B
5295	Neurons	GPR162
5296	Neurons	CACNG2
5297	Neurons	SPOCK3
5298	Neurons	RGS7BP
5299	Neurons	DNM3
5300	Neurons	TMEM191C
5301	Neurons	SLC6A17
5302	Neurons	DNER
5303	Neurons	GRM5
5304	Neurons	CNTNAP2
5305	Neurons	CPLX1
5306	Neurons	SLC32A1
5307	Neurons	DLGAP1
5308	Neurons	PPP1R9A
5309	Neurons	GNL3L
5310	Neurons	ZCCHC12
5311	Neurons	ATP6V1H
5312	Neurons	HPCA
5313	Neurons	CHN1
5314	Neurons	CPNE6
5315	Neurons	PDE1A
5316	Neurons	GNAI1
5317	Neurons	CCK
5318	Neurons	RIMS3
5319	Neurons	OGFOD1
5320	Neurons	CELF6
5321	Neurons	DTD1
5322	Neurons	PRMT2
5323	Neurons	AVP
5324	Neurons	RORA
5325	Neurons	VGF
5326	Neurons	PCSK2
5327	Neurons	CHODL
5328	Neurons	NECAB2
5329	Neurons	KCNMA1
5330	Neurons	CACNB3
5331	Neurons	NWD2
5332	Neurons	ZIC1
5333	Neurons	TESC
5334	Neurons	NECAB3
5335	Neurons	NRN1
5336	Neurons	GABBR2
5337	Neurons	SLC17A7
5338	Neurons	DGKB
5339	Neurons	CACNB4
5340	Neurons	CTTNBP2
5341	Neurons	PPP1R1B
5342	Neurons	PCP4
5343	Neurons	MEG3
5344	Neurons	BEX2
5345	Neurons	BEX1
5346	Neurons	NDN
5347	Neurons	CAMK2N1
5348	Neurons	PNISR
5349	Neurons	SNHG11
5350	Neurons	STMN2
5351	Neurons	PTK2B
5352	Neurons	DDN
5353	Neurons	ICAM5
5354	Neurons	GNG2
5355	Neurons	SNAP25
5356	Neurons	VSNL1
5357	Neurons	PACSIN1
5358	Neurons	CACNA2D1
5359	Neurons	SGIP1
5360	Neurons	ATP6V0A1
5361	Neurons	MYO5A
5362	Neurons	DYNC1I1
5363	Neurons	PRUNE2
5364	Neurons	CACNA2D2
5365	Neurons	SLC17A6
5366	Neurons	TUBB3
5367	Neurons	ELAVL3
5368	Neutrophils	MME
5369	Neutrophils	ITGAM
5370	Neutrophils	ITGAX
5371	Neutrophils	CD14
5372	Neutrophils	FUT4
5373	Neutrophils	FCGR3A
5374	Neutrophils	PECAM1
5375	Neutrophils	CD33
5376	Neutrophils	SELL
5377	Neutrophils	CEACAM8
5378	Neutrophils	C5AR1
5379	Neutrophils	CXCR1
5380	Neutrophils	CXCR2
5381	Neutrophils	JAML
5382	Neutrophils	TLR2
5383	Neutrophils	MYLK
5384	Neutrophils	S100A9
5385	Neutrophils	MPO
5386	Neutrophils	CD24
5387	Neutrophils	CEACAM1
5388	Neutrophils	FCGR1A
5389	Neutrophils	CRP
5390	Neutrophils	LCN2
5391	Neutrophils	DEFA1
5392	Neutrophils	DEFA3
5393	Neutrophils	LTF
5394	Neutrophils	LYZ
5395	Neutrophils	ELANE
5396	Neutrophils	S100A8
5397	Neutrophils	IL1B
5398	Neutrophils	CXCL2
5399	Neutrophils	HP
5400	Neutrophils	CCL3
5401	Neutrophils	HDC
5402	Neutrophils	MMP8
5403	Neutrophils	LRG1
5404	Neutrophils	OSM
5405	Neutrophils	MMP9
5406	Neutrophils	PILRA
5407	Neutrophils	CLEC4D
5408	Neutrophils	CLEC4E
5409	Neutrophils	ASPRV1
5410	Neutrophils	CCRL2
5411	Neutrophils	CCR1
5412	Neutrophils	NCF1
5413	Neutrophils	TREM1
5414	Neutrophils	SORL1
5415	Neutrophils	ARG2
5416	Neutrophils	BST1
5417	Neutrophils	IL1R2
5418	Neutrophils	CFP
5419	Neutrophils	ADAM8
5420	Neutrophils	CD177
5421	Neutrophils	PTGS2
5422	Neutrophils	OAS3
5423	Neutrophils	PRTN3
5424	Neutrophils	AZU1
5425	Neutrophils	CTSG
5426	Neutrophils	SERPINB1
5427	Neutrophils	CAMP
5428	Neutrophils	SLC1A5
5429	Neutrophils	SNX20
5430	Neutrophils	ADPGK
5431	Neutrophils	PSTPIP1
5432	Neutrophils	LYST
5433	Neutrophils	DOCK8
5434	Neutrophils	S100A4
5435	Neutrophils	NLRP3
5436	Neutrophils	CSF3R
5437	NK cells	ITGAM
5438	NK cells	ITGAX
5439	NK cells	FCGR3A
5440	NK cells	CD69
5441	NK cells	KLRD1
5442	NK cells	IL2RB
5443	NK cells	KLRB1
5444	NK cells	CD244
5445	NK cells	KLRK1
5446	NK cells	SLAMF7
5447	NK cells	SIGLEC7
5448	NK cells	NCR1
5449	NK cells	SLAMF6
5450	NK cells	KIT
5451	NK cells	CD27
5452	NK cells	KLRC1
5453	NK cells	KLRF1
5454	NK cells	GNLY
5455	NK cells	NKG7
5456	NK cells	IL32
5457	NK cells	GZMH
5458	NK cells	FGFBP2
5459	NK cells	GZMM
5460	NK cells	CTSW
5461	NK cells	HMBOX1
5462	NK cells	AHR
5463	NK cells	PRF1
5464	NK cells	CCL4
5465	NK cells	SEMA6D
5466	NK cells	FHL2
5467	NK cells	CD2
5468	NK cells	CD7
5469	NK cells	CD3G
5470	NK cells	CD33
5471	NK cells	DPP4
5472	NK cells	LAT
5473	NK cells	PCDH15
5474	NK cells	CCL5
5475	NK cells	GZMA
5476	NK cells	GZMB
5477	NK cells	CMA1
5478	NK cells	DUSP2
5479	NK cells	TXK
5480	NK cells	DOK2
5481	NK cells	CST7
5482	NK cells	HSD11B1
5483	NK cells	KLRC2
5484	NK cells	SAMD3
5485	NK cells	TBX21
5486	NK cells	CHSY1
5487	NK cells	XCL2
5488	NK cells	TRDC
5489	NK cells	CXCR4
5490	NK cells	IL18R1
5491	NK cells	SERPINB9
5492	NK cells	DOCK2
5493	NK cells	SH2D2A
5494	NK cells	S100A4
5495	NK cells	XCL1
5496	NK cells	GZMK
5497	NK cells	IFNG
5498	NK cells	CCL3
5499	NK cells	CSF2
5500	NK cells	IL2RG
5501	NK cells	TGFB1
5502	NK cells	KIR2DL1
5503	NK cells	KIR3DL1
5504	NK cells	LILRB1
5505	NK cells	KLRG1
5506	NK cells	NCR3
5507	NK cells	ADAMTS14
5508	NK cells	ITGA2
5509	NK cells	STYK1
5510	NK cells	CLEC2D
5511	NK cells	CD247
5512	NK cells	ZBTB16
5513	NK cells	SPON2
5514	NK cells	LAIR2
5515	NK cells	HOPX
5516	NK cells	CD8A
5517	Noradrenergic neurons	TH
5518	Noradrenergic neurons	DDC
5519	Noradrenergic neurons	DBH
5520	Noradrenergic neurons	SLC18A2
5521	Noradrenergic neurons	SLC18A3
5522	Noradrenergic neurons	SLC6A2
5523	Noradrenergic neurons	SLC39A11
5524	Noradrenergic neurons	SLC9B2
5525	Nuocytes	ICOS
5526	Nuocytes	IL1RL1
5527	Nuocytes	RORA
5528	Nuocytes	IL17RB
5529	Nuocytes	IL7R
5530	Nuocytes	CRLF2
5531	Nuocytes	ARG1
5532	Nuocytes	GATA3
5533	Nuocytes	PTGDS
5534	Nuocytes	BCL11B
5535	Nuocytes	IL5
5536	Nuocytes	IL13
5537	Olfactory epithelial cells	ANO2
5538	Olfactory epithelial cells	RARG
5539	Olfactory epithelial cells	LRRC45
5540	Olfactory epithelial cells	RAB3B
5541	Olfactory epithelial cells	KCNC4
5542	Olfactory epithelial cells	MANEA
5543	Olfactory epithelial cells	PACRG
5544	Olfactory epithelial cells	PDE1C
5545	Olfactory epithelial cells	GADL1
5546	Olfactory epithelial cells	TSTD1
5547	Olfactory epithelial cells	TTC21A
5548	Olfactory epithelial cells	KCNA5
5549	Olfactory epithelial cells	ACSM4
5550	Olfactory epithelial cells	CLDN9
5551	Olfactory epithelial cells	DUSP8
5552	Olfactory epithelial cells	TTLL3
5553	Olfactory epithelial cells	ABHD3
5554	Olfactory epithelial cells	KIF9
5555	Olfactory epithelial cells	CLSTN2
5556	Olfactory epithelial cells	MEIG1
5557	Olfactory epithelial cells	ENDOD1
5558	Olfactory epithelial cells	TTC9
5559	Olfactory epithelial cells	PPP1R14C
5560	Olfactory epithelial cells	RETREG1
5561	Olfactory epithelial cells	WDFY1
5562	Olfactory epithelial cells	CASP6
5563	Olfactory epithelial cells	FGF12
5564	Olfactory epithelial cells	TRAF3IP1
5565	Olfactory epithelial cells	RNF128
5566	Olfactory epithelial cells	LMAN2L
5567	Olfactory epithelial cells	IFT74
5568	Olfactory epithelial cells	B9D1
5569	Olfactory epithelial cells	WDR54
5570	Olfactory epithelial cells	TOLLIP
5571	Olfactory epithelial cells	ORMDL3
5572	Olfactory epithelial cells	DNAJB14
5573	Olfactory epithelial cells	SCN4B
5574	Olfactory epithelial cells	NRG1
5575	Olfactory epithelial cells	MAPK8IP2
5576	Olfactory epithelial cells	EBF3
5577	Olfactory epithelial cells	MAPK15
5578	Olfactory epithelial cells	CNGA4
5579	Olfactory epithelial cells	KIF1BP
5580	Olfactory epithelial cells	EML2
5581	Olfactory epithelial cells	RIIAD1
5582	Olfactory epithelial cells	CCDC184
5583	Olfactory epithelial cells	MACROD1
5584	Olfactory epithelial cells	RNF220
5585	Olfactory epithelial cells	CERS5
5586	Olfactory epithelial cells	RNF121
5587	Olfactory epithelial cells	LINGO1
5588	Olfactory epithelial cells	BORCS7
5589	Olfactory epithelial cells	ELMOD3
5590	Olfactory epithelial cells	KLHL5
5591	Olfactory epithelial cells	CWC22
5592	Olfactory epithelial cells	TRIM66
5593	Olfactory epithelial cells	CARNS1
