	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	origin
enterocyte	0.2350344	-0.10508539	-0.40707323	0.053470664	0.048460867	0.40046895	0.0034572787	-0.46422398	-0.023323752	-0.1886215	-0.18976428	0.19628063	-0.019207371	-0.00019413931	0.26552367	0.19879307	-0.00014629157	-0.23502168	0.15469387	0.019651137	0.051892936	-0.12854035	-0.0066005755	0.34241784	0.2383642	0.056215934	0.115079	-0.0426479	-0.18618885	-0.076189645	0.3572439	0.061458316	-0.031205146	0.3635254	0.019385044	-0.48348498	-0.021144178	-0.17897533	-0.18490651	-0.55857843	0.07325501	-0.6220573	0.25459495	-0.27238774	0.070818014	0.20944501	-0.100822665	-0.13390413	-0.12584703	-0.01616043	0.047629047	-0.4872368	-0.360095	-0.16852103	-0.4768831	-0.14338255	0.2477005	0.14984378	-0.033533555	0.54155326	0.53096	0.048952963	-0.09916536	-0.35935327	0.5345827	-0.311931	0.031601623	0.4490208	-0.11910841	-0.2661498	-0.26144177	-0.4542103	-0.16595241	-0.18038315	0.46984717	-0.4109872	0.09450302	-0.027202018	-0.17850235	-0.2933115	0.23478907	-0.102029055	0.1854256	-0.1210742	-0.15463364	0.04361154	-0.19077173	-0.18600078	-0.042672157	0.17724472	0.109846815	0.031855077	0.2896052	-0.04620142	0.08400742	-0.25065807	-0.03396459	0.06746263	-0.11012847	-0.15831503	-0.3994293	0.09466775	-0.16476059	0.027248666	-0.06839074	0.13751344	-0.30958283	0.14936177	0.12685592	0.3311859	-0.073488824	0.17539239	0.03905427	0.17543729	0.23011619	-0.38353312	-0.018383795	-0.054070614	0.0036317753	0.051229205	-0.022055024	0.16487291	0.17697684	-0.2632912	0.07662907	0.16475199	0.24347524	0.14194414	-0.23654585	-0.18741415	0.32685006	0.07375053	-0.0131416395	0.21705095	-0.26651904	-0.25907812	-0.39334038	-0.31558436	0.31822857	-0.24544029	0.34424108	0.14367592	-0.014205245	-0.25021797	0.37674364	0.26657957	-0.050503325	0.059874672	0.3187679	0.17942022	-0.22351047	0.056171726	-0.49691445	-0.09860831	-0.025758909	-0.06762288	-0.41088694	-0.3179274	0.16747358	0.08734327	-0.17146677	-0.27552193	0.3948857	0.0014235711	-0.3282357	0.17625485	-0.21089433	0.17415577	0.26454213	-0.022487856	0.035510007	-0.2815762	-0.28676823	0.011590247	-0.33318797	0.063076474	0.16257809	-0.18496929	-0.116437785	-0.20449127	0.06535154	-0.1465808	0.062033154	-0.071340635	-0.21562018	0.20220755	-0.23281743	-0.19545315	0.20518404	0.015565787	0.17375505	0.012095873	0.15372078	0.13756624	-0.33944285	0.03483101	0.031131912	0.2120403	-0.28656578	0.060061425	Enterocytes
enterocytes	0.26695874	-0.025544278	-0.39723817	0.19390215	0.2998191	0.31850213	-0.1828965	0.042555038	0.036920555	-0.20648126	-0.15199676	0.23093289	0.34170446	-0.018323146	-0.0041998313	0.18227185	-0.21417502	-0.29871374	0.26747987	0.25355828	0.15359296	-0.07015305	-0.098872244	0.36512038	0.23310824	-0.09251698	0.05058818	-0.13259499	-0.07262392	0.014213557	0.351364	0.07334123	0.20840646	0.16955954	0.2687522	-0.41289586	0.12766203	-0.0036840024	-0.046687897	-0.38861388	0.12637022	-0.4498293	0.006607435	-0.2429754	-0.049338587	0.32638413	-0.10731634	-0.18575932	-0.30649453	-0.23594297	-0.042508934	-0.16998887	-0.11756348	-0.18960895	-0.38182697	0.043311357	0.28879714	0.04280248	-0.02839778	0.31055358	0.27466118	-0.03150018	-0.05747842	-0.24981207	0.09854389	-0.35882494	0.0989861	0.4207989	0.10330682	-0.14650537	-0.16616875	-0.32198003	-0.074875206	0.054610293	0.6591951	-0.19712655	-0.036722478	0.048814002	-0.10148064	-0.124512464	0.19324379	-0.10645725	0.341861	-0.17183547	0.08421551	0.19111472	-0.103142396	0.005601416	-0.06386077	0.044980258	0.00454663	-0.0010006827	0.3098126	-0.19396466	0.06322029	-0.18415843	0.11627866	0.24942103	-0.102089405	0.1743937	-0.21011558	-0.12753317	-0.052677453	0.34123495	-0.027970899	0.20146114	-0.23362571	0.16693676	0.23820955	0.34938866	0.10145145	0.1272933	0.26608405	0.36809966	0.16532296	-0.11449577	-0.16511625	-0.30304834	0.108216226	0.21432267	0.03824184	0.14488928	0.23139365	-0.099054836	0.012669324	0.25780344	0.34970757	0.065524735	-0.1416266	-0.045809716	0.08596939	0.012328386	0.13452564	-0.07874907	0.041489277	-0.09763612	-0.5752771	-0.30786452	0.22623022	-0.16220082	0.24813749	-0.2200918	-0.0598408	-0.3028353	0.2582407	0.19915715	0.0011838074	0.21000953	0.26537472	-0.14801888	-0.25169745	0.21483843	-0.39607692	-0.19099474	-0.027176393	-0.086770184	-0.39883992	-0.33819726	0.28694096	0.029813403	-0.22005565	-0.20473544	0.4587049	0.018908974	-0.18159373	-0.27315432	-0.34720495	0.35544756	0.17294034	0.034946445	0.008166755	-0.19217749	-0.12732147	-0.25119674	-0.14765042	0.0979427	0.021020643	-0.09192412	0.06993974	0.001467795	0.0052362224	-0.09568971	-0.041574273	-0.24367402	-0.19138007	0.18819827	-0.33808166	-0.3930472	0.21049446	0.16192923	0.19157714	-0.060345545	0.14968686	-0.0048775505	0.0040092235	0.307129	-0.07762472	0.31827697	0.012186389	-0.023854233	Enterocytes
Enterocyte	0.1124817	-0.21800487	-0.6038721	0.056529853	-0.0022441002	0.5422864	-0.11752293	-0.123712674	0.16855176	-0.2315217	-0.024577135	-0.10238145	0.15870391	-0.13668579	0.32707712	0.2022681	0.16254568	-0.028285256	0.22664432	0.0101391645	0.26771113	-0.20413639	0.31860194	0.21258315	0.16239803	-0.018502036	0.06332476	0.428612	-0.1970724	-0.23018332	0.29362002	-0.19745322	-0.16546138	0.5359549	-0.44177982	-0.29892832	-0.22140321	-0.34649113	-0.10765975	-0.30282503	0.024291666	-0.5334098	0.21119374	0.07376005	-0.2353964	-0.11998504	-0.18371241	-0.29632482	0.08489747	0.2124708	0.042891014	-0.18300588	-0.22601405	-0.14079517	-0.08326028	-0.21897872	0.2188131	0.010470945	-0.02701738	0.24059144	0.047269173	-0.2691806	-0.18088831	-0.03810782	0.3601151	-0.15316057	-0.009850355	0.4235707	-0.3769818	-0.007730664	-0.1296172	-0.10983625	0.36022964	-0.32039896	0.4882773	-0.22272693	0.10848406	0.2636807	-0.07316671	-0.10263584	0.12766793	-0.19490367	0.3772867	-0.18701567	-0.019425353	0.15396778	0.1350299	-0.24986413	-0.15947714	0.17801389	0.26688626	-0.05287524	0.29028752	0.025523722	-0.07357527	-0.17133138	0.067812026	-0.12946941	-0.22079767	-0.0023557432	-0.13692875	0.34647402	-0.03230505	0.09218264	-0.08047708	0.20279557	-0.017427357	-0.04053163	0.05688998	0.10504813	-0.17247511	0.26884034	-0.11367809	0.074330844	-0.121134974	-0.56462276	0.11507913	-0.0767945	-0.047491957	-0.025805278	0.24276696	0.0039550443	0.102534525	-0.19129092	-0.024506189	0.21337053	0.24573748	0.16858548	-0.12682511	0.32554454	0.03981152	0.16808233	-0.2638438	0.4143149	-0.18917476	-0.1803717	0.07051013	-0.068166494	0.20878927	-0.21270598	-0.22972122	0.06399313	0.052739203	-0.2981311	0.36018416	0.18865693	-0.4947872	0.122166164	0.05921145	0.21619377	-0.040701263	0.31485242	-0.37100962	-0.20659803	-0.06478978	0.2375807	-0.39552498	-0.29663923	-0.005810062	-0.22101974	-0.31934467	-0.22414723	0.09349597	-0.072292134	-0.085791655	0.21457198	-0.17139415	0.11607524	0.51967365	0.20281893	-0.013069178	0.084618285	-0.43444055	-0.16140507	-0.23333883	-0.02383502	0.16169162	0.020246346	-0.22054343	-0.38955587	-0.10826231	-0.33625486	-0.05318671	-0.20123498	0.0044303727	0.1308525	-0.26523948	0.11754938	0.017155338	0.13024437	0.10544186	0.13618432	0.2544927	0.18857454	0.05344146	0.3079372	-0.005977344	0.028481819	-0.057443444	-0.06740703	Enterocytes
Enterocytes	0.20360287	0.0026750148	-0.5200059	0.20077728	0.5300995	0.15569091	-0.15205304	0.04657603	0.27331826	-0.14196733	-0.3849657	0.06746783	0.43684652	-0.0042587826	-0.008314814	0.03973902	-0.061090115	-0.2222628	0.14084552	0.10287505	0.3072984	-0.028412966	-0.10244578	0.39236444	0.055801224	-0.119799085	-0.16405353	0.10516756	-0.08311817	0.053035714	0.13162419	0.17693488	0.29934973	0.059908845	-0.067201525	-0.04934799	0.040846743	-0.144124	0.29721913	-0.08944829	0.39166117	-0.65778136	-0.117538944	0.16790947	0.008756229	0.067621656	-0.24959202	-0.30840817	-0.49013802	-0.22255869	-0.056912456	-0.079476275	-0.07547699	-0.37175748	0.05218824	-0.17134257	0.20282623	0.13032341	0.083943896	0.24189678	0.12663284	-0.28763297	-0.1277545	-0.0064813537	-0.004325326	-0.17523207	-0.02296565	0.09007898	0.11829888	-0.05866059	-0.07792539	-0.24099696	0.2575836	-0.1082637	0.33143756	-0.25185576	-0.3082659	0.16156645	-0.025694048	-0.08129116	-0.023040658	-0.07452811	0.33671406	-0.1431491	0.28273752	0.24895716	-0.0397381	0.27319765	-0.4521106	0.16769902	0.3524615	0.36146152	0.27129146	-0.01525095	-0.080165654	-0.2442054	-0.017722007	0.1197671	-0.21047218	0.104856834	-0.22999844	-0.008024398	-0.1014399	0.26134923	0.025194576	0.332271	-0.14711799	-0.025635997	-0.06786536	0.32866636	0.031338878	0.23026063	0.25397173	0.25898197	0.16591655	-0.3612057	-0.29292557	-0.114430636	0.003828798	0.13256727	0.24007578	0.03581183	0.20175567	0.06456638	-0.056159966	0.4060793	0.08524334	0.20376691	-0.006477901	0.23836139	0.05011739	0.22274572	0.043846853	0.013471978	0.042407308	-0.024365012	-0.3490339	-0.2561454	-0.070151	-0.042861655	-0.043741543	-0.05662511	0.0113579715	-0.27767384	0.11972955	0.2517624	0.010514118	0.32653093	0.10539966	-0.3773304	-0.30038694	0.35131773	-0.13153356	0.08200712	-0.18293871	0.031740773	-0.21665348	-0.05309415	-0.03105275	-0.16106963	-0.27424198	-0.007192686	0.23875087	0.33713174	0.08038315	-0.15199675	-0.3703692	0.14382565	0.073915236	-0.18616705	0.048331667	0.31186196	-0.017198412	-0.45625195	-0.16512658	-0.014671579	-0.04383934	0.10609582	-0.28286695	0.29894045	-0.00041088893	-0.2620489	0.12179744	-0.26489052	-0.23417212	0.093935035	0.039394747	-0.29863694	-0.1540959	-0.17577201	0.1283878	-0.025018705	0.20279992	-0.17576486	0.26855573	-0.104314476	-0.21408558	0.17037904	-0.07316454	-0.012860558	Enterocytes
ionocyte	-0.119415365	0.14029	-0.39200428	-0.15439148	0.0029318833	0.08736291	-0.036132783	-0.372084	0.30322236	-0.26364243	0.11865348	-0.30184323	0.14245623	-0.195123	0.112645045	0.18906656	-0.24498782	-0.14961253	-0.32583806	-0.13224815	-0.20119591	-0.19104278	-0.2157487	-0.015497163	-0.08528119	-0.20269538	0.021981869	0.33609194	-0.0073163314	0.008283104	0.4840287	0.018994806	-0.18379135	0.43942627	-0.32873198	-0.46145707	0.06576902	-0.11671431	0.22517209	-0.37269306	-0.088605694	-0.42789835	0.05750223	-0.27068177	0.06453545	0.00023106372	0.007477163	-0.13526975	0.05285857	-0.21864519	-0.03823613	-0.03680024	-0.251659	0.40203422	0.10909438	-0.34325823	0.32539284	-0.016046146	-0.1578854	-0.13585413	-0.017450927	-0.058071796	0.4257238	-0.002259192	-0.11516645	0.022074243	0.11605198	-0.027138483	-0.2893702	-0.25030094	-0.04586872	0.0919466	0.18562222	-0.17842087	0.090627946	-0.1377929	-0.151881	0.1829523	0.12773141	-0.041228738	0.18221326	-0.3503829	-0.24141765	-0.27221093	-0.14886713	-0.025942504	-0.2550634	-0.12076694	-0.27658615	0.042778336	0.17727657	0.2937784	0.20236242	0.06745559	-0.10047349	-0.47773376	0.034284867	0.07333167	0.18744107	0.40301287	0.02802942	-0.0801089	-0.3458664	0.4065745	-0.27813673	0.03046909	-0.16859011	0.27639598	0.12135805	0.08038694	-0.036220167	0.28072813	0.1144889	-0.31735536	0.034392517	-0.5431419	-0.13141286	0.18764508	0.087731145	-0.044921756	0.1258264	-0.085957766	-0.009681323	-0.26939684	-0.1519496	0.45207447	-0.054431796	0.34284505	0.22781502	-0.36894435	0.19117787	-0.07129018	0.1797947	-0.022709917	-0.10741311	-0.07955034	0.024178185	-0.23520645	-0.220087	0.14678583	-0.06468432	-0.07042962	0.1631916	0.18005896	-0.0046901717	0.024818258	0.0758687	0.16716202	0.42583635	0.044996805	0.15714145	0.1154258	-0.18035841	0.072627746	0.08124275	-0.11718884	-0.4899833	-0.2504602	-0.22404797	0.029286325	0.057740588	-0.38211986	0.14454687	-0.043463673	-0.1400996	0.06690633	-0.31050715	0.21082395	0.10398605	-0.051118597	0.20212914	-0.26028484	0.1401299	-0.23674725	-0.0231018	0.064961776	-0.37659773	-0.14518456	-0.11094171	0.19185199	-0.19425738	-0.12681004	-0.39085147	0.15367782	0.071839206	-0.13506186	-0.15831737	-0.35244358	0.55081534	0.08716653	0.18875816	0.056682963	0.38677981	0.35765287	0.28744122	0.006450338	-0.1053591	0.15906367	0.16066092	0.08283782	Ionocytes
Ionocytes	0.16036296	-0.030770186	-0.11124531	0.016158734	0.17487708	-0.063217476	-0.024866143	-0.013278345	0.05731577	-0.08600733	-0.060452953	0.0038963796	0.058765173	-0.1189626	0.016505016	0.054470774	-0.09725013	-0.15426834	-0.12138686	-0.07147113	-0.10459999	-0.062843	0.041841295	0.01877512	-0.01666306	-0.09611055	-0.030432772	0.07537162	-0.017821569	-0.025176315	0.007639869	0.08209639	-0.008927206	0.07991941	-0.07726326	-0.0536625	0.05272795	-0.008835253	0.04439192	0.06560968	0.106354445	-0.12389989	0.077369064	0.026921716	0.038978893	0.053423118	-0.068001024	-0.08314535	-0.052122254	0.009290687	0.051411644	-0.10149251	-0.0137384385	0.002138414	0.13511227	0.1432889	0.055557027	-0.040070675	0.020630848	-0.07543147	-0.010796913	-0.003943578	-0.013647513	0.09872306	0.01735234	-0.07128694	0.08136384	-0.04003094	-0.012128411	-0.10464731	-0.028518459	0.019842872	0.19902293	0.011373158	-0.020554962	-0.0060363365	-0.1870369	0.17923105	0.0035189188	-0.031963553	-0.006279318	-0.09083895	-0.048173033	-0.06461143	0.023122199	-0.03840494	-0.07902685	0.024650712	-0.08567781	0.048996255	0.078437716	0.12094675	0.08222135	-0.05912572	-0.04843935	-0.10132257	0.039655995	-0.04943307	-0.023487069	0.18316135	-0.09088956	0.02293304	0.0077654673	0.07822707	-0.06473332	-0.066150606	-0.045397684	0.0646956	0.019999303	-0.04874449	0.05948025	0.11206366	0.008341446	0.074020945	0.07827742	-0.15836293	-0.048844263	-0.033935655	-0.04526602	-0.08245505	0.043770384	0.07511834	0.0998247	-0.053449314	-0.12556094	0.15124603	0.025029285	0.065091394	-0.072907686	0.030654516	-0.06230849	0.016490133	0.017177438	0.09184151	-0.032894965	-0.041898157	0.059381302	-0.14203854	-0.078860536	0.10018029	-0.04937185	0.018758109	-0.04220928	0.16290702	0.081286624	0.012696675	0.026056673	0.053612445	0.03844485	-0.058214385	0.044420537	0.17468403	-0.0800847	-0.0567069	0.12418013	-0.025020638	-0.117832854	0.009703449	-0.019833744	0.060110815	-0.007304979	-0.026923936	0.051964823	-0.11096364	0.04606964	-0.038586892	-0.019154334	0.048644196	0.02223977	-0.15597813	0.014927519	-0.00996193	-0.015455675	-0.12376936	-0.06098504	-0.022267405	-0.10883636	0.06639505	0.012887545	-0.016218852	-0.027717847	0.03960376	-0.05032748	0.012760418	0.058187723	0.043493543	0.107743725	-0.059368193	0.07365667	-0.0048428965	0.060553614	-0.03565828	0.10842004	0.09788552	0.08399071	-0.044899482	0.010936878	0.026160223	0.047347065	0.09227482	Ionocytes
Ionocyte	0.035379957	0.07346781	-0.092533335	0.053158402	6.620516e-05	-0.065164186	-0.030095577	0.018647667	0.017200653	-0.05569131	-0.020322865	-0.003246955	0.009787012	-0.032941293	0.06282065	0.032031722	-0.1078234	-0.017405286	-0.044172715	-0.035485633	-0.107710294	-0.013661905	0.05841142	-0.015777536	-0.039669815	-0.09896349	0.02149247	0.061815035	0.03432178	-0.018901678	0.085185334	0.07694621	-0.027726147	0.018721173	-0.009298607	-0.07491619	0.04736556	-0.051914256	-0.09351192	-0.06700871	0.025689768	-0.10413259	0.031645663	-0.032213885	0.020128641	0.054102477	0.043396983	-0.010335707	0.0697072	-0.075430684	0.06040782	-0.02935401	-0.053079665	0.022768218	0.04970262	-0.0743574	-2.0466978e-05	-4.3038453e-05	-0.05808988	-0.045180794	0.010538389	0.07437878	-0.013009374	0.017168276	-0.07433709	-0.038831126	-0.005503319	0.013868064	-0.07965973	0.024679754	-0.0135085825	0.022547299	0.04662652	-0.02549237	-0.017006435	-0.028643891	-0.114023045	0.023356033	0.009656075	-0.015395409	-0.0009997146	-0.0806984	-0.058476932	-0.011941568	0.036524024	0.06615803	-0.015517108	0.05692039	-0.05708928	0.07747531	-0.0054222276	0.07675695	0.03370096	-0.033766277	-0.025434874	0.02887012	0.023237979	-0.0016806205	-0.006535707	0.051852655	0.022539113	0.07686506	0.014830489	0.03012868	-0.035891883	0.039213665	-0.064693816	-0.009746865	0.07232631	0.028085936	-0.025488237	0.031866886	0.028802197	0.053766463	0.052419495	-0.10114248	-0.051037885	-0.012379678	0.042714033	0.021484945	0.050831873	-0.0134638725	0.050035324	-0.06818703	-0.045701865	0.014050631	0.022544544	0.05816736	0.021001931	0.021279018	-0.041448236	-0.005427283	-0.022632396	0.013273846	0.007611676	-0.03615097	0.04765741	-0.046449494	0.0060513825	0.00049027463	-0.033195674	-0.041150954	0.025391735	-0.0070382506	0.025902849	0.042113565	0.04775692	0.07351626	0.07876408	-0.05705428	0.041336033	-0.0056145075	-0.044896625	0.013645081	0.012898132	0.0010801273	-0.08407303	-0.06116449	-0.017701147	-0.017644798	0.033829767	-0.028083714	-0.024398938	0.022580849	0.017024342	0.062455345	-0.004859146	0.08245047	0.0022680731	-0.060237624	0.046989307	0.007352825	-0.110859916	0.050680842	-0.059527025	0.008241482	-0.046923257	0.057571344	0.007493401	0.103331186	-0.06079662	-0.06752936	-0.112885185	0.0032000255	0.01940516	0.0625204	0.06506318	-0.03829197	-0.0140856635	0.050484218	0.08001149	-0.009930417	0.013040955	0.06005555	-0.030012827	-0.00017189178	-0.017496167	0.040199284	-0.0012328291	0.00014787912	Ionocytes
ionocytes	0.14828095	0.06522452	-0.6913572	-0.043320086	-0.054519154	-0.036985446	-0.25941065	0.023748582	0.050469894	0.19368052	-0.039605312	-0.049291484	0.20671177	-0.17908005	-0.018012363	0.26867202	-0.3818682	-0.17091788	-0.19258723	-0.1262961	-0.18658319	-0.12320217	0.025724728	-0.17574428	-0.0023626809	-0.22109255	0.27528006	0.34540737	0.05294389	-0.010127745	0.5892814	-0.12083448	-0.07307256	0.19547842	0.0042477283	-0.48928374	0.033353895	0.023771212	0.1198342	-0.49162993	0.15684392	-0.63410825	0.06206888	-0.1744639	0.10029577	0.0360873	0.28021237	-0.08830839	-0.037515536	-0.43797404	0.17052881	-0.06748933	-0.049901035	0.17060906	0.20591763	0.08706375	0.29958335	-0.07239607	-0.11785961	-0.33858234	0.04234066	0.29346737	0.3156728	0.03870682	-0.1636496	-0.095607415	0.1845494	0.008381726	-0.3706203	-0.3136418	-0.016217425	-0.015743578	0.399463	-0.28754154	0.019719131	0.11784187	-0.19079289	0.46695986	0.09388782	0.023379752	0.4112001	-0.2928888	-0.29774585	-0.13040005	0.14578423	0.07034392	-0.17133173	-0.102707915	-0.42709455	0.14436997	0.020176396	0.37903008	0.13707963	-0.08416766	0.046240095	-0.114564456	0.2436582	0.11604126	0.11585209	0.57669383	-0.02055685	-0.20844856	-0.1751635	0.106906705	-0.03702275	-0.06891707	-0.07709027	-0.00044347285	0.058100905	0.41989043	-0.011300494	0.32330245	0.2836609	-0.30989513	-0.06844548	-0.31507096	-0.21588777	-0.19497345	-0.21619315	0.14252654	0.34577355	0.09482811	0.20209834	-0.23729672	-0.36227158	0.25292802	0.40220413	0.43588844	0.16205955	-0.14205508	0.2603906	-0.15609227	0.16036229	-0.069708765	-0.052010376	-0.08642202	-0.076012485	-0.122816406	-0.13858415	0.3057922	0.1754744	-0.18105485	0.09403302	-0.111904785	-0.13363504	0.13962147	0.23877576	0.3014678	0.28360718	-0.067463875	0.3448339	0.10150629	-0.33951238	0.06988012	0.38806465	-0.044282336	-0.4994843	-0.346324	0.05319475	-0.23304765	-0.1172284	-0.10589747	0.46016452	0.09290722	-0.40943617	-0.08317074	-0.42725128	0.32616687	0.22233543	-0.17435813	0.15484068	-0.2739462	-0.091571875	-0.5459363	0.055364203	0.17993285	-0.05699583	-0.17092541	-0.10992476	0.33520132	-0.15304787	-0.14836863	-0.29204267	0.16987275	-0.2055583	0.47749084	0.081542656	-0.75924385	0.39647186	-0.31992465	0.3899318	-0.0044493387	0.12344973	0.13930202	0.09324532	0.27778262	-0.077177934	0.14828303	0.28922912	-0.037045885	Ionocytes
luteal-cell	0.0022811089	-0.00074330263	-0.037511073	0.09292002	0.0346782	0.08450181	-0.012872704	-0.03818202	0.01174079	-0.078937985	-0.01952048	0.002216407	-0.009174338	0.039546095	-0.031034146	0.043681562	-0.05449476	-0.018268645	-0.05951429	-0.020342082	0.016571118	0.009116311	0.01577783	-0.00093965966	0.0876528	-0.03643943	0.0008658442	0.08182658	-0.09530441	-0.033716865	-0.041060608	0.019629112	0.005179371	0.051138796	-0.07189231	-0.06827086	0.06590701	-0.013537481	0.008370169	-0.107149094	0.132576	-0.10182692	-0.00345095	0.03400104	0.0416453	0.02673681	0.027893001	-0.007062572	0.00041327375	-0.037680645	-0.092006445	-0.023715211	-0.011265621	0.07112645	-0.05468499	0.09314106	0.044263553	0.08113192	0.025131373	0.05952709	-0.074190915	-0.016592935	0.032526318	0.06162213	0.004876988	0.009086554	0.0012530412	-0.011370895	0.0808311	-0.058886405	-0.017429389	-0.0072555603	-0.012110687	0.007778132	0.017369164	-0.03714042	-0.09949991	0.11359709	0.008170651	0.0018937333	0.07008969	-0.11477631	0.024764502	-0.010167403	-0.0076405825	0.03043913	-0.018849384	-0.028297294	0.01473415	0.024456423	0.057739895	-0.056306995	-0.020826126	-0.01637125	0.07466907	0.02371105	-0.09563128	0.09464073	-0.07009649	0.011779402	-3.1617965e-05	-0.05926245	-0.061383262	0.119219266	-0.00017152316	-0.031483274	0.049885564	0.0043313843	0.027161386	0.094760396	0.0056331507	0.017198939	-0.025960965	0.034606107	-0.0125226285	-0.027732508	-0.0077918605	-0.053505234	-0.011423993	0.0042461003	0.05059624	-0.034605145	-0.011716645	-0.06268075	-0.046055723	0.07586643	0.022677032	0.15060495	0.0023493117	-0.122172594	0.03759443	-0.059886698	0.1294767	0.029830584	-0.0026441845	-0.0357173	0.04270081	0.06933215	-0.0015248419	-0.08191781	0.08662352	0.11695786	0.0037921574	0.0068699303	0.024709573	0.0011243995	-0.004760337	-0.09635175	0.008370035	-0.085852616	-0.107524246	-0.033158567	-0.04810965	-0.10480032	0.0014592091	-0.036912967	-0.007267117	0.019385735	-0.083233885	-0.013154333	0.021132605	-0.045793045	0.072731726	-0.0037785168	-0.04437029	0.0036179028	-0.012972089	0.021640517	0.07702702	0.060391705	0.023047775	0.022619905	-0.10866844	-0.14077212	0.033251606	0.04869199	-0.034302086	-0.09729875	-0.039706364	-0.00068443257	-0.042847235	-0.081899084	-0.027068263	-0.07316655	0.011043839	0.012832825	-0.011330496	0.011459377	0.018977117	-0.08271131	-0.007829562	-0.0007128316	0.039228532	0.012642243	0.012475501	-0.012207871	-0.0005133033	0.0047473647	0.0871415	-0.044827677	Luteal-cells
Crypt-cell	-0.0010216619	0.02975246	-0.0116226785	-0.009555728	-0.022224665	0.02283128	-0.010092042	-0.00015731365	0.032874748	-0.03024845	0.012272949	-0.01406063	0.033158783	0.0147190355	0.009381823	0.00444399	0.028999615	-0.029429398	-0.0024508343	-0.02215005	-0.012738568	-0.014080649	-0.02084934	-0.0042352597	-0.01727447	-0.004152369	-0.000758811	0.012233914	-0.025719792	-0.004555717	0.007847883	0.006785899	-0.01313682	0.022959158	-0.0021773463	-0.022101512	-0.0073455474	-0.024755867	-0.0058514317	-0.010913281	-0.02401706	-0.031707473	-0.008148693	-0.0017287303	0.0076708193	-0.0130995605	0.001912209	-0.027193554	-0.01218828	-0.009363685	-0.014955608	-0.025156843	-0.0017436214	-0.0022240854	0.0067501413	-0.017180271	0.020496208	-0.028558215	0.004356108	-0.0091553405	0.034475558	-0.023093987	0.026469342	-0.00578295	0.024593422	0.008821267	-0.018073311	0.00033761718	0.008797063	-0.015735475	0.013479779	0.047569018	-0.017504493	-0.00035998115	-0.0069877207	0.028492521	0.009823768	-0.0058489023	0.004259615	-0.008011412	0.0031569973	0.01017593	0.015453511	-0.006215694	0.012953602	0.039567742	0.011012891	0.010027529	0.011554687	-0.018252175	-0.022061244	0.01767398	0.018475102	0.015234075	0.033225663	-0.01381479	-0.014619218	-0.018164575	-0.012678377	-0.0007080962	-0.0068782354	0.0020020138	-0.016545398	0.010203797	0.0039052165	0.029936463	-0.022865262	-0.010403081	-0.02322569	0.009633735	0.007897049	0.001133721	0.016825935	0.024168517	0.013647936	-0.013008179	0.016993592	-0.007325924	-0.023218522	-0.004682022	-0.027958719	-0.026946846	0.01604514	-0.006786077	0.000929227	0.02424802	-0.012016608	0.012654635	0.0054104873	0.004570891	0.00014397409	0.015120789	0.011213825	0.04173364	-0.023394741	-0.028685063	-0.02239258	-0.021904968	0.018116582	-0.019463753	-0.03244535	-0.014878642	0.02055577	-0.02062261	-0.02086245	0.008691568	-0.0050432235	0.010310716	0.0050009843	0.008918217	0.024702473	0.009353634	0.0035128747	0.007847464	-0.00044410443	-0.011325924	-0.04749159	-0.026287224	0.020777868	-0.0021203437	0.021479214	0.0064664916	-0.010002044	0.00080247805	-0.0019028243	-0.010202895	-0.009841869	0.004986005	-0.010497358	-0.006633728	-0.018195096	-0.0050229966	-0.014612267	-0.009170774	-0.02722311	0.012058443	0.0055384776	-0.0046694777	0.0133069595	-0.017198136	-0.0064374185	0.0018411058	-0.021284185	-0.011374469	-0.00546407	-0.005962417	0.021965658	-0.007205129	-0.01734422	0.0065994547	0.022702131	0.009772308	0.005964886	-0.018065702	-0.0015654536	-0.03245853	0.01703626	0.0061412468	-0.018064257	0.005080574	Crypt-cells
