	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	origin
Thymocytes	-0.064452246	0.09583379	-0.27299333	0.31766102	0.7338531	0.21451642	-0.025292667	0.5825888	0.20392078	-0.15550299	-0.43566173	0.3473521	0.41930893	0.5248574	0.08508014	-0.111934036	-0.19029686	-0.6231783	-0.20027025	-0.119181216	0.35307282	-0.478866	0.16808139	0.25089136	-0.031198636	-0.38753748	-0.26284307	-0.049554948	-0.14022173	-0.22795674	-0.17163952	-0.0054698945	0.27816755	0.14457509	-0.04483598	-0.23685183	0.5614742	-0.25268906	-0.32405227	0.09345656	0.030153554	-0.65255404	-0.002564759	0.31096467	0.33305487	-0.22512	-0.6091359	-0.14437884	-0.21492638	0.23335794	0.24780378	0.29108086	0.30290928	-0.5091788	0.40306038	-0.26799864	-0.26026028	0.18995237	0.48146215	0.15395492	-0.30928695	-0.107251965	-0.0087781055	0.33051544	-0.03021026	0.3004296	0.036802832	-0.1411349	-0.5358531	0.092433535	-0.13424121	-0.24670117	0.31345564	0.053269405	0.34615308	0.2561411	-0.7037163	-0.19275194	-0.07574122	0.04757468	0.026099512	-0.10317335	0.1021683	-0.06444288	0.05743335	0.35640314	-0.1624654	0.15906724	-0.27306452	-0.14494473	0.21495321	0.55428225	0.3538022	0.22161233	-0.0324722	0.077340335	-0.047616903	0.22681528	0.01987942	0.23406792	0.0092768045	0.3153473	0.20245959	0.30374083	-0.11713199	0.23777005	0.076117314	-0.7141052	-0.23386213	-0.20667072	0.01677884	0.04527975	0.065451965	0.20743293	-0.13534425	-0.35373735	-0.11799064	0.032260377	0.022578614	-0.054995682	0.0903315	-0.12911482	-0.06042858	-0.17010295	-0.31460944	0.3213927	0.36493734	0.027485693	0.0281957	0.55906284	0.08650286	0.11509582	0.11285744	0.36519164	-0.31476232	0.07939679	-0.092366725	-0.14231782	-0.090426356	0.27950916	0.040412065	0.0887408	0.04613558	0.17242506	0.24857117	-0.17248644	-0.30769262	0.24633354	-0.68529904	-0.43198478	-0.26313117	0.085365854	0.17397398	0.20861022	-0.4813727	0.15822893	-0.18925197	-0.01318163	0.11808508	0.05987266	-0.27646285	-0.15464601	-0.063527755	0.01679913	0.688796	-0.23950325	-0.039627995	-0.13805932	0.46552432	0.29099363	-0.012787386	-0.06318969	-0.13104057	-0.21646307	-0.042492785	0.31790972	-0.29257673	0.27350593	-0.32047707	0.18942465	0.23641893	-0.25002867	0.061111532	-0.3495513	-0.025314923	0.055744145	-0.13132292	-0.2477269	-0.43413556	-0.40930125	-0.29121974	-0.20192057	0.47885492	0.33478838	0.08498929	0.17467028	-0.18523572	0.3692502	0.14606072	0.26486695	Thymocytes
Thymocyte	-0.0048949174	-0.23424041	-0.40271547	0.053871606	0.27764398	0.18931031	-0.22450955	0.005295999	-0.033285335	-0.32675	-0.10420131	-0.013888405	0.2502782	0.2601816	0.22112218	-0.021027872	-0.19336769	-0.36337727	-0.03147018	-0.13917223	0.40442926	-0.4313399	0.07741062	0.24648586	0.01017584	-0.39539853	0.052175365	0.13550784	-0.26006436	-0.2807837	0.083166964	0.061904725	-0.08864033	0.34277773	-0.45101377	-0.44915634	0.12834445	-0.3470168	-0.23005484	-0.032011956	-0.09823646	-0.65638727	0.017306197	0.020203691	-0.24390489	-0.08244912	-0.12886404	-0.22184731	-0.021157976	0.27551857	0.34382573	0.10502174	0.16220678	-0.2279139	0.17080836	-0.15552494	0.06663302	-0.006544376	0.15589945	0.1392854	-0.16138655	-0.12750283	-0.08742383	0.2324111	0.29633167	0.0010377489	0.18726902	-0.38285965	-0.54831624	0.07123913	-0.0712757	-0.0045245974	0.027297996	-0.108817704	0.53346264	0.25957838	-0.8078218	0.031262297	0.119892515	0.1545672	0.052906048	0.0073016933	0.15242703	-0.17942052	-0.1698359	0.30971155	-0.106211595	0.042786095	-0.0774974	-0.28507888	0.24283715	0.27947602	0.32479995	0.16837299	-0.1202943	-0.0903319	0.1947398	-0.059632465	0.05584629	0.12619123	0.19296338	0.39435685	0.06813943	0.5130601	-0.15017545	0.25366935	-0.05386515	-0.18505563	0.23706901	-0.17115836	0.11002978	-0.3073921	-0.14931394	-0.23562925	-0.044215966	-0.3864618	0.21769083	0.07686456	0.23992112	-0.12937476	0.14406517	-0.34433046	0.12165524	-0.1938241	-0.2114026	0.43729168	0.2723621	0.14597152	0.31771767	0.27061597	-0.06203523	0.14562955	0.012006591	0.5144346	-0.36646107	-0.15886159	0.004195662	-0.20050463	-0.19784242	0.2933597	-0.05483452	0.29927602	0.18734686	-0.07103189	0.11139484	0.0733567	-0.49435273	0.21391493	-0.61855716	-0.021541584	-0.08462894	0.2018477	-0.24198087	0.121888995	-0.2561838	-0.08996727	-0.4511355	-0.47382033	0.04488441	0.2576605	-0.14308658	-0.27335143	-0.10390384	-0.07515552	0.05795686	-0.10063031	0.09651795	-0.1626661	0.29993755	0.27999386	-0.088657506	-0.020238543	-0.24780308	-0.12786487	-0.10425675	0.06117753	-0.31002754	0.17512356	-0.1387412	0.078642696	0.30299687	-0.17915843	0.028485423	-0.078385934	0.38157356	-0.05662475	-0.03440631	-0.038693268	-0.34570232	-0.2340309	-0.086922385	-0.26437014	0.26654756	0.4945608	0.1837856	-0.0055064224	-0.08073281	0.17354047	-0.14810666	0.32877916	Thymocytes
Delta-cells	0.010461727	0.050911076	-0.02900296	-0.000605816	0.08545593	-0.017835535	-0.07613353	0.0181995	0.082057305	-0.089853555	-0.05837292	0.013595916	0.053343397	-0.034758262	0.030779218	0.084005356	-0.0238864	-0.009098078	0.0069227973	0.0134587735	0.04688909	0.07278389	0.040471416	0.10351962	-0.0020322148	0.007352274	0.025085947	0.0031866818	0.05690954	0.06411961	0.14530782	0.0023936532	-0.11490823	0.00340705	0.027519386	-0.033613596	-0.0027997997	-0.027941382	-0.018811073	-0.087955505	0.01749862	-0.10002323	-0.013071043	-0.05996336	-0.028148867	0.080355115	0.017389802	-0.03297315	-0.009797142	0.034369815	0.048163686	0.029327024	0.0054462794	0.019813374	0.014174903	-0.015699431	0.04784004	-0.080560565	0.016320478	0.036738444	-0.01944931	-0.01612079	-0.013337556	0.002112003	0.031110408	-0.030250046	0.01495089	-0.025776323	0.049079224	-0.01828958	-0.040892266	0.013096963	-0.022921667	-0.04549801	0.012956137	0.022956807	-0.0659476	-0.00718541	-0.03367641	-0.0136922905	-0.0048256926	-0.06380138	-0.0146473115	-0.026228514	-0.040433217	0.03180115	-0.011216817	0.064836025	-0.08176112	-0.002405073	0.029010808	0.06632603	0.037492186	0.021562457	0.010259741	-0.028970197	-0.07962506	0.012697445	0.055027194	0.0052386248	0.028918713	-0.0012879763	-0.005005344	-0.031475846	-0.02178243	0.08188063	0.026603905	-0.05687931	0.06198601	0.005139009	0.06870716	0.06626344	-0.0015681975	-0.016151145	0.055321895	-0.026520278	0.03413962	-0.060484704	-0.031420887	0.04539758	0.028893791	0.04810112	0.040268134	0.0069221687	-0.048657633	0.10280165	-0.03284842	0.08705219	-0.12209114	0.046754546	-0.033712376	0.02004236	-0.0035006672	-0.009417882	0.04040286	-0.025277223	-0.02598036	-0.11808344	-0.018391754	-0.06119301	-0.015327954	0.018025076	0.046352178	-0.02625768	-0.027223729	-0.04756768	0.047207333	0.07480604	0.06809858	-0.036086097	-0.019677859	-0.04558542	-0.026889171	0.060815748	-0.03279151	-0.019852351	-0.069166124	-0.004870113	-0.013320305	-0.034136694	0.00285684	-0.09142004	0.008718674	0.045571584	-0.0054356437	-0.007416927	0.039725024	0.005572076	-0.031986196	-0.10450092	-0.009865593	-0.04541813	-0.01862748	-0.058112152	-0.061100163	-0.008350476	-0.029778864	0.032085106	-0.03164493	0.034133006	-0.02795689	-0.031203615	-0.10985196	0.034375787	-0.029151045	0.0387621	0.020157408	-0.0022294216	-0.047328953	-0.018067567	0.055812083	-0.010358272	-0.028549569	0.016339218	0.0770591	-0.009797977	-0.062409274	0.119876	-0.030935477	0.004333729	Delta-cells
delta-cell	0.15100585	0.51311016	-0.3969788	0.20784563	0.35424545	-0.049752634	-0.050269116	-0.06815745	0.14612983	-0.28825638	-0.034601036	0.012797494	0.5270301	-0.48420432	-0.06069116	0.6672565	-0.11283221	-0.4609657	-0.008708505	-0.45327505	0.28258812	0.06693919	-0.12478455	0.060178988	-0.14197572	-0.13888012	-0.36287394	-0.17879833	0.24480389	-0.04778868	0.296662	-0.14596574	-0.38736075	0.34936514	-0.05494865	-0.49386606	0.022625746	-0.29702613	0.12429611	-0.3373187	-0.11464412	-0.6624881	0.14051615	0.14738488	0.22993334	0.11109757	0.011023476	0.08325199	-0.11319913	0.054799687	0.23556726	0.031332575	-0.2341359	0.04263249	-0.25009885	-0.23937856	0.5141179	-0.23526962	-0.16344404	0.7138311	-0.535584	0.1147047	0.35404938	-0.35124746	-0.030654658	-0.102854915	0.11309177	0.19465727	0.1745013	0.14292648	0.23014615	0.15688659	-0.17894484	-0.5214111	0.22810747	-0.32810426	-0.1703968	-0.25716132	0.10520528	-0.16541153	-0.030371469	-0.0659841	0.10471139	-0.042895555	-0.030100007	0.29165632	0.0013561517	0.39140683	-0.06323611	-0.2268782	0.07451824	0.42047286	0.18006577	-0.11191478	-0.23235308	0.20803498	0.1036286	0.3519655	0.38141167	0.086346194	0.015931323	0.09161865	-0.16443568	0.31699052	0.02144758	-0.064706	0.27273703	0.25547603	0.20814356	-0.19580609	0.12697175	-0.08339197	0.059899233	0.3465991	0.20636915	-0.37598643	0.060593683	0.12395019	-0.18696077	-0.232413	-0.19989756	0.017645773	0.29858112	0.026383514	0.12848079	0.4304915	0.065345034	0.628465	-0.33403668	-0.02730372	-0.24379298	0.066679835	0.49060768	-0.03737726	0.1491122	-0.5222359	-6.369276e-05	-0.5299756	-0.109138764	-0.12995088	-0.10881134	0.2948621	0.0034446942	0.18193273	0.015007158	-0.3516792	0.29706675	0.12240612	0.37606144	-0.07365256	0.066149175	0.25587177	0.26002356	0.10560739	-0.40834188	-0.42422688	-0.33179966	-0.24321373	-0.08637093	-0.11325129	0.040429313	-0.3112816	-0.09545925	-0.13567397	0.05669861	-0.22392705	0.10275893	0.2469259	-0.06386499	-0.32677805	-0.24809057	-0.13559797	0.2008169	-0.2932066	-0.35009676	0.16363116	-0.31604782	-0.18655697	-0.12714578	0.107516095	0.08085517	0.0023160502	-0.34359065	0.06470158	0.32196075	0.108000234	0.2880226	-0.08882363	0.088680096	-0.059154186	0.026758533	-0.23027423	-0.020862523	0.3332773	-0.06305276	-0.050351407	-0.19145583	-0.056452025	0.044285193	0.07442191	Delta-cells
delta-cells	0.27029917	0.45949188	-0.30742726	0.16469719	0.24825224	-0.19570939	-0.17782326	0.06649507	0.035944115	-0.08507499	-0.14598714	0.26423514	0.56732184	-0.3441403	-0.0370637	0.68304396	-0.07913816	-0.4684326	-0.19962057	-0.5179543	0.7839771	0.42170382	-0.068071514	0.033229563	-0.07203625	-0.49234346	-0.4219458	-0.26483834	0.19079645	0.13229685	0.4325641	-0.23794249	-0.2803471	0.09157145	0.2675741	-0.0011026396	0.09925861	-0.011444436	0.0636369	-0.021058876	0.11757835	-0.7405109	-0.05681572	0.09669184	0.16556428	0.42822504	0.09807242	-0.15486236	-0.1904044	-0.10886783	0.1475619	-0.0039133006	0.0037394867	0.16060258	-0.25355354	-0.35247338	0.516633	-0.42923433	0.19935584	0.72414744	-0.81985605	0.27551854	0.18451318	-0.11084113	-0.109292485	-0.02505417	-0.060463846	0.47019032	0.3122052	-0.15344906	-0.22140747	0.19020745	-0.11910746	-0.36598158	0.47215864	-0.45878288	0.118252285	-0.29108056	0.3807957	-0.38023806	-0.05763654	-0.38577443	0.28599232	-0.043612238	-0.22297788	0.32667637	0.28959912	0.35146073	-0.033640992	-0.29089946	-0.17255029	0.5700584	0.26119864	-0.30729425	-0.19727887	-0.062317275	0.17179638	0.2914269	0.49008292	-0.04817052	-0.0473907	-0.08077775	-0.24489409	0.53683674	-0.21204503	-0.07278846	0.3499818	0.13203216	0.2321663	-0.2341714	0.42812812	0.13902967	0.2524503	0.43250796	0.19749737	-0.3118684	0.14975467	0.10251311	-0.25324467	-0.05298437	-0.027943216	0.0615575	0.28213224	-0.013445353	0.1224262	0.5682676	0.20286581	0.43102252	-0.5028118	0.16546743	-0.20561193	0.07611353	0.3880375	-0.020779911	0.11226099	-0.3286123	-0.12100718	-0.7300351	-0.19247963	-0.18197058	-0.30481908	0.4561051	0.1558666	-0.19988827	-0.09015464	-0.43745753	0.32003263	0.2757906	0.5598423	-0.13793246	-0.0062586376	0.11813758	0.07738423	0.0948135	-0.5831379	-0.31225488	-0.49512646	-0.11483619	-0.10822549	-0.6634121	-0.19106962	-0.23825102	-0.111240104	0.09333143	0.22899148	-0.68396276	0.08580129	0.39759347	0.14294256	-0.39031225	-0.21025735	-0.34469604	0.4157988	-0.6420479	0.016853787	0.32979333	-0.32481188	0.085089795	-0.28726417	0.5950633	0.0024551505	0.052976657	-0.40278926	0.20372204	0.058106318	0.27767828	0.3980463	-0.22328518	0.12429619	0.1415314	-0.019760111	0.04132661	-0.086467676	0.44608396	-0.042151906	0.047737155	-0.27299765	0.23713619	0.25606656	-0.042383846	Delta-cells
chromaffin-cell	-0.092218414	0.14448908	-0.0844563	0.13487175	0.078358985	-0.008073056	-0.013604233	-0.11076501	0.052373555	-0.093107924	-0.043997873	0.08968058	0.15877613	-0.025700733	0.007899606	0.058146708	0.00089416	-0.06240827	-0.03253645	-0.012978173	-0.051656365	0.020304142	-0.13634662	0.016613541	0.07627144	0.0011373255	-0.067737654	0.054296117	-0.08135294	-0.04977332	0.09154314	-0.03840249	-0.16106945	-0.0036619534	-0.024699407	-0.17142022	0.030495219	-0.014314731	0.041509952	-0.07473481	0.12696904	-0.104093164	0.04037996	-0.068868786	0.061383486	-0.008765241	0.0066809924	-0.026345732	0.0230514	-0.05083676	-0.10339371	-0.17948398	-0.011718395	0.07084651	-0.1381998	-0.013948908	0.06553437	-0.007355698	-0.03189785	0.13589317	-0.08352438	-0.13439351	0.03037363	-0.03237433	0.036974464	-0.10383778	-0.03216798	-0.055046286	-0.08549503	-0.15570222	-0.098954	-0.019121785	0.051658865	0.06844315	0.08112977	0.003672714	-0.053721946	0.017019881	0.06985061	0.07368484	0.039683454	0.037248697	0.0726451	-0.05863635	0.013457812	0.03696642	0.10949637	0.045585908	-0.03811038	0.015939742	-0.04199883	0.046501644	0.005430114	0.02555596	-0.09048482	-0.040042505	0.010912035	0.03567709	-0.008768375	0.020622263	-0.044202242	0.066240355	0.005514853	0.02846402	0.06885266	0.10413424	-0.08738304	-0.0013792472	-0.041475855	0.11257983	0.025244713	0.09072659	0.031998973	0.032830365	0.12285867	-0.011657249	0.13514006	0.0155741805	0.06766177	-0.13159996	-0.014325798	0.11080865	-0.020577721	0.017106732	-0.032365996	0.15617344	-0.045489047	0.044086028	0.111605495	-0.13014935	-0.058688436	0.045487754	-0.0009856347	0.06493077	-0.07795218	-0.118123226	-0.014235233	-0.08640861	0.024128065	-0.020914104	-0.11302697	-0.16760293	0.063313484	-0.012385978	0.008130724	0.06033154	0.1006657	-0.020052385	0.07409424	-0.045176763	-0.04217758	0.16714478	-0.0045889155	-0.008641474	0.025022252	0.027103808	-0.11714581	-0.11154666	0.07600306	-0.009307231	-0.06495877	0.040532645	0.044391103	-0.047663026	-0.013976761	-0.09937694	-0.002042471	-0.006626564	-0.067039765	-0.072994694	0.025670713	-0.00831001	0.015380209	0.0129086	-0.0334774	0.0010547191	-0.09554836	0.024796534	0.09347617	0.09190127	0.0061799753	-0.013935561	-0.036989227	0.006244513	-0.11240402	0.07626501	-0.05372099	-0.039901283	0.044859834	-0.019569265	0.069846295	0.05086971	0.00815649	0.039887056	0.026691798	0.04521502	-0.07079908	0.08327254	0.01689432	-0.018265473	Chromaffin-cells
Beta-cell	0.007841162	0.11181222	-0.22885415	-0.036306266	0.18577018	0.06486854	-0.1826562	0.02780678	-0.25195202	-0.41543558	-0.21331553	0.116811015	0.21072611	-0.26842183	0.15657027	0.300102	0.038378783	-0.20763947	0.35794523	-0.22174127	0.45699072	0.03208041	0.0083306935	0.3366372	0.009338724	-0.121742636	0.1104857	0.2193589	-0.06777652	-0.12939781	0.25570384	-0.58350205	-0.12413057	0.31062827	-0.2105902	-0.15421018	-0.2808515	-0.2887801	-0.15233915	-0.35661826	-0.42534468	-0.49204633	0.3473645	-0.19793461	-0.3101262	0.24262731	0.3006672	-0.32923743	0.2592189	0.10514575	0.065344974	-0.0687315	-0.24665315	-0.4374666	-0.22943638	-0.15784954	0.5209046	-0.0576524	0.07575459	0.3953848	-0.73587286	0.054578602	0.34370658	-0.34956533	0.31315857	-0.075396664	0.35980234	0.3024814	0.005723755	-0.037451584	-0.16751322	0.047505777	-0.22349684	-0.043502137	-0.13514969	-0.21786208	-0.026057798	-0.3972373	0.21459277	-0.30034384	-0.41855362	0.07242599	0.23993848	-0.2607908	-0.17399135	0.33543965	0.085575715	0.17783737	-0.493905	-0.1363134	-0.01634657	0.22224218	0.2672279	0.0985766	-0.055813443	-0.12652425	0.03568232	0.21106814	-0.12569933	0.108623624	-0.024844542	-0.21254583	-0.16246669	0.16046788	-0.035954062	0.20932774	0.10755308	0.27198735	-0.09002124	-0.1987539	0.2165788	-0.09675668	0.11362585	0.054760024	0.0315506	-0.5876013	0.23666705	-0.15655771	-0.32842445	-0.41870257	0.045455806	-0.20054595	0.17555968	-0.1309968	-0.005902009	0.12332591	0.41664967	0.26997098	0.07746088	0.075380124	-0.13704234	0.02675033	0.10336359	0.13632075	-0.32256606	-0.4050222	0.10121984	-0.362064	-0.19915678	-0.26674092	-0.26139337	0.07285376	-0.078981586	-0.29472956	0.012560173	-0.037328117	-0.21183115	-0.21002756	0.13132457	0.27027738	-0.025284339	0.20148425	0.1932163	0.13610013	-0.56188345	-0.39038837	-0.58826715	-0.6093195	-0.5486727	-0.011549169	-0.043701965	-0.050923575	0.09655863	-0.04181519	0.13335776	0.1725378	0.29325473	-0.09855693	0.26401386	-0.0129835	0.16911376	-0.22970529	-0.09997756	-0.06791513	-0.56753236	0.2541377	-0.027567318	0.08841621	0.06472479	-0.16069672	-0.053312223	0.40025058	-0.5992164	0.12519786	0.40424672	-0.07535374	0.053761605	-0.20375882	0.14234482	-0.29384324	0.15501308	-0.22708875	0.19597554	0.2724972	-0.058912184	-0.091161355	-0.12767725	-0.10442108	-0.15526162	0.22526962	Beta-cells
beta-cell	-0.0650571	0.24284902	-0.023083176	0.008219209	0.20836449	-0.11656947	0.121297866	0.13370028	-0.2927923	-0.28789252	-0.04661271	0.12637338	0.099870555	-0.16787888	0.09664815	0.5882194	-0.10258996	-0.2200324	0.24816649	-0.017648267	0.29476535	0.1251117	-0.12719847	0.29913843	0.018954417	-0.005120497	-0.16731359	-0.022274125	0.0509947	-0.006553807	0.26341984	-0.6878896	-0.22210799	0.23680998	0.18029906	-0.1765918	-0.24169192	-0.23723853	-0.04597445	-0.7633363	-0.36867464	-0.73355865	0.51513237	-0.17314509	-0.008223937	0.15512903	-0.026654596	-0.25528586	0.2564615	0.036009513	0.026213586	-0.10702314	-0.17438701	-0.2506208	-0.47644883	-0.029238744	0.28541845	-0.065133154	0.15611625	0.47185913	-0.6349475	0.114829116	0.29682848	-0.13396436	0.47259587	0.23781152	0.22110654	0.36365443	0.05227581	-0.31137556	-0.035463765	-0.23739411	-0.42674297	-0.16502784	0.0062611336	-0.18680972	0.002553049	-0.29179138	0.15771286	-0.116054825	-0.38522282	0.024869079	0.13051488	0.03631961	-0.36632037	0.34306288	0.05799932	0.07154475	-0.42841512	0.0743755	-0.026284482	0.09120021	0.12865192	-0.00081020413	0.14776765	-0.27347267	0.020468479	0.17042033	0.32919723	0.009631966	-0.13730371	-0.09042939	-0.29443127	0.15807274	0.045875996	-0.07651363	0.26779374	0.29032657	-0.0059297057	-0.0756197	0.2330755	-0.14694618	0.2696627	0.016209926	-0.12338765	-0.26105884	0.1469814	-0.15183419	-0.37851116	-0.44086367	0.12891395	-0.12247515	0.22543849	-0.34126163	-0.10682867	0.4050827	0.22000797	0.28714252	-0.10346877	-0.15933667	0.04931768	0.08463597	0.31345326	-0.040643394	-0.20502315	-0.48769116	-0.31507248	-0.5891708	0.038339626	-0.33740324	-0.21842971	0.28370687	-0.21151668	-0.25805664	-0.093472384	-0.09407442	-0.06747292	-0.35498807	0.2542011	0.30096838	0.21514031	0.09494322	0.22383073	0.23504777	-0.72083867	-0.6195515	-0.4519792	-0.25738564	-0.5430115	0.04156753	-0.17500141	0.06170299	0.19358335	0.0018068735	0.4201095	0.09472791	0.09602459	0.017375128	0.33795398	-0.18405075	-0.14328742	-0.2467531	0.21063742	-0.100902684	-0.495839	0.21815301	0.034384694	-0.11322372	0.03129059	-0.057704534	0.027123624	0.2240798	-0.50356996	0.2726443	0.22652048	0.17494476	-0.12696266	-0.10134306	0.20903446	-0.2418316	-0.033968672	-0.02118898	0.009955567	0.2231464	-0.05862484	0.029022476	-0.1620197	0.12860958	-0.36269736	0.030031957	Beta-cells
beta-cells	0.120155774	0.35130513	-0.00073430024	0.122125305	0.1702816	-0.06194254	-0.08914371	0.264672	-0.09807322	-0.111628816	-0.29955554	0.35181022	0.45123166	-0.0811819	0.1897563	0.7147746	-0.3391034	-0.5831663	0.1719942	0.022914974	0.28990522	0.04467594	-0.14980482	0.27309218	-0.094219536	-0.19411834	-0.29482123	-0.2125277	0.25578007	0.09545332	0.27995488	-0.5209919	-0.3253147	0.06839169	0.2262668	-0.040241305	0.11922446	0.22265479	-0.10815177	-0.18961781	0.17443533	-0.6965628	0.355591	-0.020433102	0.16782238	0.12004424	0.060955793	-0.42803282	0.10503724	-0.012541984	-0.1274563	0.02617843	-0.18364754	-0.1607894	-0.32310668	-0.04285313	0.49212077	-0.24530645	0.24129736	0.28124633	-0.62802917	0.099782765	0.100744076	-0.093176015	0.14850378	0.09590854	0.16111133	0.39049146	0.122669406	-0.4902248	-0.20459133	-0.12879556	-0.2494461	0.08374875	0.33079383	-0.03130795	0.036307525	-0.35488945	0.26327786	-0.13131045	-0.1882245	0.06066146	0.19550343	0.11371526	-0.24362384	0.29467496	-0.035692442	0.051464435	-0.41201803	0.086895354	-0.098491676	0.26486897	0.0015787288	-0.18842764	0.14654106	-0.2046496	0.069939636	0.13987803	0.45083135	-0.015437269	-0.18433134	-0.14028504	-0.20983693	0.3263362	0.05155087	0.11771935	0.1359697	0.116681084	0.038635056	0.122658804	0.44299978	0.014525448	0.18299684	0.22703134	0.035837553	-0.19434488	0.03753471	-0.04011779	-0.3896717	-0.015478775	0.26982972	-0.0055974377	0.12839775	-0.1770422	-0.040387068	0.5157892	-0.062005408	0.2099435	-0.08888588	-0.044021312	0.023505015	0.012794547	0.23135735	-0.14910933	-0.042825047	-0.42528662	-0.30489135	-0.63508683	-0.023630356	-0.39511457	-0.19773346	0.33782288	-0.05824451	-0.20010036	-0.27051327	-0.16833442	-0.08695249	-0.123644985	0.029912114	0.032404132	-0.031152187	0.24773303	0.22206676	0.02575582	-0.64869565	-0.34913203	-0.54785043	-0.06744003	-0.2717533	0.008523924	-0.02449729	-0.05759788	0.30875084	0.057734635	0.2550284	-0.4088158	-0.045682188	0.21125782	0.22133379	-0.256719	-0.14276595	-0.13541885	0.1838652	-0.19818416	-0.2069573	0.15899368	-0.05032832	0.006111718	-0.021791067	0.22623068	0.051487785	-0.117323026	-0.5171491	0.22832704	0.045456614	0.2945513	-0.17037283	-0.17108802	0.1877109	-0.103349894	-0.11183405	0.061847497	-0.08183205	0.04960404	0.10151624	0.35291454	-0.21170996	0.2674946	-0.16645326	-0.18452458	Beta-cells
Beta-cells	0.03451462	0.069787964	-0.03321857	0.08611384	0.2807705	0.044381585	-0.05431712	0.17305733	0.21518007	-0.11097867	-0.24418733	0.08423959	0.034831814	-0.007224131	-0.076080464	0.23727983	-0.11627388	-0.17760964	-0.08951789	0.13643393	0.04183559	0.09340154	-0.09034541	0.120445095	0.028083635	-0.090749726	-0.14841275	0.12451575	0.012680529	0.027230933	0.0960729	-0.15384269	-0.12953065	0.03958779	0.008589685	-0.20992507	-0.015977237	-0.013212338	-0.005273038	-0.09238934	0.07308017	-0.30385238	-0.034961425	0.18460856	-0.012496466	0.19852611	0.013970539	-0.30922607	-0.13780828	-0.031168401	-0.042327873	0.015872285	0.07980854	-0.02848492	0.08258341	-0.043480624	0.121421635	-0.18339764	0.058693666	0.1703093	-0.38565704	-0.059062455	0.103271164	0.07627423	0.11107694	0.029113194	0.038220584	-0.033892058	0.115306385	-0.102236226	-0.07616391	-0.05201457	0.090869546	0.03418628	-0.023215106	-0.077172674	-0.011136093	-0.06635808	0.21608144	-0.06272918	-0.076227464	0.039060425	-0.023539964	-0.11033472	-0.053745255	0.15444419	0.10094978	0.06728125	-0.26724052	-0.064292625	0.17340131	0.15875563	0.25861844	0.055184554	-0.10785891	-0.076292895	-0.100612745	-0.0055208085	0.16540831	-0.08811078	-0.1542225	-0.12532644	-0.097165346	0.09165864	0.06173573	0.21236406	0.002822543	-0.053104464	0.022564994	0.049482223	0.10343247	0.118593946	0.18845087	0.06820946	0.12371049	-0.14673012	0.05752421	0.082392365	-0.05438486	0.046464823	0.054154176	0.07520986	0.09862203	0.105795674	-0.0003960111	0.3193782	0.09591873	0.26750842	-0.178871	0.011322426	-0.17382227	0.060850136	0.16195664	0.02824368	-0.031982634	-0.13221729	0.034363247	-0.25662556	-0.1489057	-0.070455536	-0.12732878	0.19799592	0.071925804	-0.1797546	0.020136174	0.033078592	0.008188456	0.035087466	-0.047706936	0.036347665	-0.17795774	0.08467633	0.06786387	0.0036332612	-0.30805406	-0.16798426	-0.26185578	-0.009995893	-0.06481682	-0.10448744	-0.12010838	-0.18403067	0.15837185	0.041987967	0.16430078	-0.18484329	0.04587897	-0.0824099	-0.014335688	-0.15900047	0.05224967	0.03344364	0.012709914	-0.1690043	-0.12433795	0.016566982	-0.25677684	-0.007938603	-0.080337666	0.15021718	-0.15919776	-0.08896288	-0.1430854	-0.08190613	-0.030159587	0.0193007	-0.09371254	-0.10359672	-0.1064593	-0.17699575	0.19053634	-0.02395367	-0.13482985	0.039807305	0.09946313	0.16318566	-0.070524484	0.2311604	0.0810859	-0.0066260775	Beta-cells
